country,country_name,bidding_zone,psr_type,generation_type,start_time,position,quantity_mw
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,30,52249.73
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,31,52347.54
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,32,52399.23
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,33,52710.98
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,34,52914.75
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,35,52941.36
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,36,52960.1
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,37,53008.95
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,38,53017.16
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,39,53024.54
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,40,53027.34
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,41,53154.52
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,42,53288.88
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,43,53301.66
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,44,53295.09
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,45,53283.16
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,46,53273.07
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,47,53266.77
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,48,53255.0
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,49,53248.69
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,50,53245.51
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,51,53243.91
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,52,53248.03
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,53,53246.74
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,54,53240.0
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,55,53238.76
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,56,53246.0
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,57,53250.16
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,58,53267.86
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,59,53257.12
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,60,53255.79
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,61,53253.77
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,62,53262.18
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,63,53258.79
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,64,53259.27
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,65,53266.2
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,66,53261.79
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,67,53262.28
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,68,53268.14
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,69,53271.93
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,70,53267.12
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,71,53274.02
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,72,53271.72
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,73,53269.97
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,74,53278.11
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,75,53288.5
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,76,53286.23
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,77,53285.59
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,78,53286.33
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,79,53282.82
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,80,53281.35
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,81,53286.54
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,82,53280.65
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,83,53096.62
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,84,52694.96
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,85,52659.95
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,86,52655.07
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,87,52652.29
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,88,52652.05
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,89,52652.96
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,90,52650.98
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,91,52609.7
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,92,52605.55
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,93,52603.73
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,94,52634.69
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,95,52568.14
FR,France,10YFR-RTE------C,B14,Nuclear,2026-01-27 00:00:00+00:00,96,52386.86
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,1,0.0
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,29,297.44
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,30,384.3
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,31,482.85
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,32,599.79
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,33,769.45
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,34,997.95
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,35,1117.45
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,36,1244.42
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,37,1387.27
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,38,1591.56
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,39,1833.62
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,40,1966.12
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,41,2063.86
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,42,2193.85
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,43,2317.29
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,44,2425.57
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,45,2538.27
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,46,2649.68
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,47,2780.83
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,48,2800.36
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,49,2870.05
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,50,2956.81
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,51,2944.26
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,52,2881.13
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,53,2824.32
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,54,2708.28
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,55,2639.21
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,56,2539.66
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,57,2392.63
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,58,2254.9
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,59,2039.55
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,60,1839.68
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,61,1653.39
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,62,1466.65
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,63,1289.53
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,64,1082.78
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,65,845.54
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,66,602.99
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,67,396.21
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,68,270.76
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,69,257.84
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,70,260.78
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,71,267.26
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,72,270.24
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,73,272.26
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,74,269.81
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,75,269.62
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,76,265.99
FR,France,10YFR-RTE------C,B16,Solar,2026-01-27 00:00:00+00:00,77,0.0
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,1,346.9
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,2,345.59
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,3,347.33
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,4,345.99
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,5,346.49
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,6,346.75
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,7,346.4
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,8,345.72
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,9,346.65
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,10,346.04
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,11,347.93
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,12,347.28
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,13,346.18
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,14,347.21
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,15,346.49
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,16,345.79
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,17,345.56
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,18,346.39
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,19,346.38
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,20,345.81
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,21,345.76
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,22,345.8
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,23,346.89
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,24,354.98
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,25,353.44
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,26,355.99
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,27,354.68
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,28,357.09
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,29,356.18
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,30,359.43
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,31,357.85
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,32,357.72
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,33,357.93
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,34,359.0
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,35,357.8
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,36,371.1
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,37,362.89
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,38,358.55
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,39,354.37
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,40,351.41
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,41,351.5
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,42,353.88
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,43,350.25
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,44,350.86
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,45,351.22
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,46,350.81
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,47,358.95
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,48,354.41
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,49,351.28
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,50,350.3
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,51,349.33
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,52,350.22
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,53,350.84
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,54,351.23
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,55,348.61
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,56,348.78
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,57,350.39
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,58,349.57
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,59,351.76
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,60,348.76
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,61,355.76
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,62,355.83
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,63,355.34
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,64,350.28
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,65,355.89
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,66,359.07
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,67,359.51
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,68,362.1
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,69,358.54
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,70,354.75
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,71,356.38
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,72,353.94
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,73,350.85
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,74,350.48
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,75,355.51
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,76,357.33
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,77,358.84
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,78,357.68
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,79,356.75
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,80,353.85
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,81,356.89
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,82,360.98
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,83,360.6
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,84,351.9
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,85,351.44
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,86,357.05
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,87,357.66
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,88,355.07
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,89,354.35
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,90,353.94
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,91,351.11
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,92,354.57
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,93,354.78
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,94,354.05
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,95,355.77
FR,France,10YFR-RTE------C,B17,Waste,2026-01-27 00:00:00+00:00,96,354.61
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,1,1722.58
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,2,1758.71
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,3,1760.6
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,4,1755.48
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,5,1749.83
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,6,1756.29
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,7,1766.72
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,8,1768.2
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,9,1769.71
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,10,1771.07
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,11,1769.3
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,12,1773.02
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,13,1775.11
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,14,1772.59
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,15,1777.6
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,16,1763.5
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,17,1700.5
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,18,1586.56
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,19,1615.64
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,20,1694.75
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,21,1774.39
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,22,1774.1
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,23,1775.35
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,24,1774.39
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,25,1776.84
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,26,1778.71
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,27,1775.81
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,28,1766.86
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,29,1772.18
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,30,1772.48
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,31,1755.55
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,32,1760.1
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,33,1766.84
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,34,1764.41
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,35,1755.86
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,36,1760.88
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,37,1765.07
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,38,1760.8
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,39,1762.27
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,40,1759.84
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,41,1758.61
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,42,1753.02
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,43,1755.2
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,44,1735.37
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,45,1695.5
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,46,1633.74
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,47,1581.89
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,48,1592.33
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,49,1594.87
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,50,1606.49
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,51,1567.44
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,52,1626.2
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,53,1642.74
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,54,1621.68
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,55,1684.81
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,56,1707.17
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,57,1622.14
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,58,1535.15
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,59,1523.49
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,60,1492.88
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,61,1587.7
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,62,1693.81
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,63,1737.17
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,64,1726.17
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,65,1717.43
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,66,1664.3
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,67,1501.0
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,68,1338.66
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,69,1407.62
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,70,1481.14
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,71,1488.58
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,72,1419.73
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,73,1470.26
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,74,1439.63
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,75,1390.21
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,76,1241.23
FR,France,10YFR-RTE------C,B18,Wind Offshore,2026-01-27 00:00:00+00:00,77,1120.89
