psr_type,start_time,position,quantity_mw
B19,2026-01-27T00:00Z,65,7331.64
B19,2026-01-27T00:00Z,66,7127.44
B19,2026-01-27T00:00Z,67,6982.02
B19,2026-01-27T00:00Z,68,6914.13
B19,2026-01-27T00:00Z,69,6640.19
B19,2026-01-27T00:00Z,70,6491.4
B19,2026-01-27T00:00Z,71,6354.01
B19,2026-01-27T00:00Z,72,6127.11
B19,2026-01-27T00:00Z,73,5989.86
B19,2026-01-27T00:00Z,74,5926.48
B19,2026-01-27T00:00Z,75,5887.51
B19,2026-01-27T00:00Z,76,5773.45
B25,2026-01-27T00:00Z,1,77.39
B25,2026-01-27T00:00Z,2,27.49
B25,2026-01-27T00:00Z,3,40.22
B25,2026-01-27T00:00Z,4,25.35
B25,2026-01-27T00:00Z,5,10.25
B25,2026-01-27T00:00Z,6,7.19
B25,2026-01-27T00:00Z,7,7.69
B25,2026-01-27T00:00Z,8,7.11
B25,2026-01-27T00:00Z,9,1.33
B25,2026-01-27T00:00Z,10,0.13
B25,2026-01-27T00:00Z,11,0.03
B25,2026-01-27T00:00Z,12,0.88
B25,2026-01-27T00:00Z,13,7.59
B25,2026-01-27T00:00Z,14,4.38
B25,2026-01-27T00:00Z,15,5.27
B25,2026-01-27T00:00Z,16,1.2
B25,2026-01-27T00:00Z,17,24.44
B25,2026-01-27T00:00Z,18,16.58
B25,2026-01-27T00:00Z,19,25.61
B25,2026-01-27T00:00Z,20,19.71
B25,2026-01-27T00:00Z,21,70.22
B25,2026-01-27T00:00Z,22,54.25
B25,2026-01-27T00:00Z,23,23.66
B25,2026-01-27T00:00Z,24,116.64
B25,2026-01-27T00:00Z,25,68.28
B25,2026-01-27T00:00Z,26,119.89
B25,2026-01-27T00:00Z,27,27.25
B25,2026-01-27T00:00Z,28,67.5
B25,2026-01-27T00:00Z,29,27.56
B25,2026-01-27T00:00Z,30,0.95
B25,2026-01-27T00:00Z,31,5.7
B25,2026-01-27T00:00Z,32,3.67
B25,2026-01-27T00:00Z,33,9.31
B25,2026-01-27T00:00Z,34,3.66
B25,2026-01-27T00:00Z,35,7.51
B25,2026-01-27T00:00Z,36,3.03
B25,2026-01-27T00:00Z,37,9.56
B25,2026-01-27T00:00Z,38,7.47
B25,2026-01-27T00:00Z,39,5.04
B25,2026-01-27T00:00Z,40,6.06
B25,2026-01-27T00:00Z,41,23.29
B25,2026-01-27T00:00Z,42,21.92
B25,2026-01-27T00:00Z,43,28.11
B25,2026-01-27T00:00Z,44,76.09
B25,2026-01-27T00:00Z,45,0.43
B25,2026-01-27T00:00Z,46,3.48
B25,2026-01-27T00:00Z,47,17.81
B25,2026-01-27T00:00Z,48,3.38
B25,2026-01-27T00:00Z,49,6.19
B25,2026-01-27T00:00Z,50,2.34
B25,2026-01-27T00:00Z,51,42.04
B25,2026-01-27T00:00Z,52,3.95
B25,2026-01-27T00:00Z,53,6.51
B25,2026-01-27T00:00Z,54,2.58
B25,2026-01-27T00:00Z,55,0.28
B25,2026-01-27T00:00Z,56,4.86
B25,2026-01-27T00:00Z,57,25.04
B25,2026-01-27T00:00Z,58,37.23
B25,2026-01-27T00:00Z,59,22.2
B25,2026-01-27T00:00Z,60,20.73
B25,2026-01-27T00:00Z,61,6.62
B25,2026-01-27T00:00Z,62,3.35
B25,2026-01-27T00:00Z,63,0.39
B25,2026-01-27T00:00Z,64,0.75
B25,2026-01-27T00:00Z,65,2.17
B25,2026-01-27T00:00Z,66,1.38
B25,2026-01-27T00:00Z,67,2.96
B25,2026-01-27T00:00Z,68,3.28
B25,2026-01-27T00:00Z,69,37.02
B25,2026-01-27T00:00Z,70,54.87
B25,2026-01-27T00:00Z,71,20.46
B25,2026-01-27T00:00Z,72,14.29
B25,2026-01-27T00:00Z,73,18.71
B25,2026-01-27T00:00Z,74,18.18
B25,2026-01-27T00:00Z,75,21.67
B25,2026-01-27T00:00Z,76,24.52
B10,2026-01-27T00:00Z,1,2204.75
B10,2026-01-27T00:00Z,2,2509.66
B10,2026-01-27T00:00Z,3,2795.02
B10,2026-01-27T00:00Z,4,2834.98
B10,2026-01-27T00:00Z,5,2831.71
B10,2026-01-27T00:00Z,6,2938.15
B10,2026-01-27T00:00Z,7,3076.46
B10,2026-01-27T00:00Z,8,3146.05
B10,2026-01-27T00:00Z,9,3096.64
B10,2026-01-27T00:00Z,10,3095.94
B10,2026-01-27T00:00Z,11,3097.59
B10,2026-01-27T00:00Z,12,3096.37
B10,2026-01-27T00:00Z,13,3218.02
B10,2026-01-27T00:00Z,14,3251.65
B10,2026-01-27T00:00Z,15,3249.68
B10,2026-01-27T00:00Z,16,3249.88
B10,2026-01-27T00:00Z,17,3247.19
B10,2026-01-27T00:00Z,18,3247.8
B10,2026-01-27T00:00Z,19,3244.37
B10,2026-01-27T00:00Z,20,3234.96
B10,2026-01-27T00:00Z,21,2770.24
B10,2026-01-27T00:00Z,22,2754.31
B10,2026-01-27T00:00Z,23,2302.43
B10,2026-01-27T00:00Z,24,1423.87
B10,2026-01-27T00:00Z,25,1315.88
B10,2026-01-27T00:00Z,26,965.99
B10,2026-01-27T00:00Z,27,59.01
B10,2026-01-27T00:00Z,28,9.26
B10,2026-01-27T00:00Z,29,9.1
B10,2026-01-27T00:00Z,30,9.29
B10,2026-01-27T00:00Z,31,9.18
B10,2026-01-27T00:00Z,32,9.61
B10,2026-01-27T00:00Z,33,9.31
B10,2026-01-27T00:00Z,34,9.18
B10,2026-01-27T00:00Z,35,9.32
B10,2026-01-27T00:00Z,36,9.36
B10,2026-01-27T00:00Z,37,9.47
B10,2026-01-27T00:00Z,38,9.26
B10,2026-01-27T00:00Z,39,9.37
B10,2026-01-27T00:00Z,40,9.67
B10,2026-01-27T00:00Z,41,9.27
B10,2026-01-27T00:00Z,42,9.31
B10,2026-01-27T00:00Z,43,9.3
B10,2026-01-27T00:00Z,44,11.33
B10,2026-01-27T00:00Z,45,24.25
B10,2026-01-27T00:00Z,46,26.02
B10,2026-01-27T00:00Z,47,27.67
B10,2026-01-27T00:00Z,48,34.49
B10,2026-01-27T00:00Z,49,42.64
B10,2026-01-27T00:00Z,50,46.61
B10,2026-01-27T00:00Z,51,53.13
B10,2026-01-27T00:00Z,52,53.22
B10,2026-01-27T00:00Z,53,55.68
B10,2026-01-27T00:00Z,54,57.14
B10,2026-01-27T00:00Z,55,58.84
B10,2026-01-27T00:00Z,56,63.03
B10,2026-01-27T00:00Z,57,61.1
B10,2026-01-27T00:00Z,58,63.93
B10,2026-01-27T00:00Z,59,13.71
B10,2026-01-27T00:00Z,60,9.36
B10,2026-01-27T00:00Z,61,9.46
B10,2026-01-27T00:00Z,62,9.38
B10,2026-01-27T00:00Z,63,9.43
B10,2026-01-27T00:00Z,64,9.35
B10,2026-01-27T00:00Z,65,9.37
B10,2026-01-27T00:00Z,66,9.38
B10,2026-01-27T00:00Z,67,11.68
B10,2026-01-27T00:00Z,68,18.85
B10,2026-01-27T00:00Z,69,18.72
B10,2026-01-27T00:00Z,70,18.55
B10,2026-01-27T00:00Z,71,18.54
B10,2026-01-27T00:00Z,72,18.68
B10,2026-01-27T00:00Z,73,18.76
B10,2026-01-27T00:00Z,74,18.54
B10,2026-01-27T00:00Z,75,18.71
B10,2026-01-27T00:00Z,76,18.68
B25,2026-01-27T00:00Z,1,35.16
B25,2026-01-27T00:00Z,2,3.79
B25,2026-01-27T00:00Z,3,3.56
B25,2026-01-27T00:00Z,4,6.4
B25,2026-01-27T00:00Z,5,9.95
B25,2026-01-27T00:00Z,6,9.17
B25,2026-01-27T00:00Z,7,8.5
B25,2026-01-27T00:00Z,8,9.61
B25,2026-01-27T00:00Z,9,17.43
B25,2026-01-27T00:00Z,10,20.58
B25,2026-01-27T00:00Z,11,21.16
B25,2026-01-27T00:00Z,12,19.92
B25,2026-01-27T00:00Z,13,13.21
B25,2026-01-27T00:00Z,14,14.81
B25,2026-01-27T00:00Z,15,17.9
B25,2026-01-27T00:00Z,16,20.65
B25,2026-01-27T00:00Z,17,9.77
B25,2026-01-27T00:00Z,18,11.56
B25,2026-01-27T00:00Z,19,3.05
B25,2026-01-27T00:00Z,20,7.83
B25,2026-01-27T00:00Z,21,35.36
B25,2026-01-27T00:00Z,22,9.33
B25,2026-01-27T00:00Z,23,9.1
B25,2026-01-27T00:00Z,24,87.72
B25,2026-01-27T00:00Z,25,39.52
B25,2026-01-27T00:00Z,26,89.23
B25,2026-01-27T00:00Z,27,1.52
B25,2026-01-27T00:00Z,28,40.29
B25,2026-01-27T00:00Z,29,3.86
B25,2026-01-27T00:00Z,30,22.56
B25,2026-01-27T00:00Z,31,17.26
B25,2026-01-27T00:00Z,32,24.19
B25,2026-01-27T00:00Z,33,40.02
B25,2026-01-27T00:00Z,34,27.42
B25,2026-01-27T00:00Z,35,28.77
B25,2026-01-27T00:00Z,36,26.89
B25,2026-01-27T00:00Z,37,11.09
B25,2026-01-27T00:00Z,38,7.51
B25,2026-01-27T00:00Z,39,15.09
B25,2026-01-27T00:00Z,40,8.27
B25,2026-01-27T00:00Z,41,9.82
B25,2026-01-27T00:00Z,42,12.93
B25,2026-01-27T00:00Z,43,2.82
B25,2026-01-27T00:00Z,44,36.87
B25,2026-01-27T00:00Z,45,32.54
B25,2026-01-27T00:00Z,46,15.16
B25,2026-01-27T00:00Z,47,5.97
B25,2026-01-27T00:00Z,48,13.45
B25,2026-01-27T00:00Z,49,45.29
B25,2026-01-27T00:00Z,50,49.42
B25,2026-01-27T00:00Z,51,18.42
B25,2026-01-27T00:00Z,52,57.38
B25,2026-01-27T00:00Z,53,23.33
B25,2026-01-27T00:00Z,54,29.72
B25,2026-01-27T00:00Z,55,43.21
B25,2026-01-27T00:00Z,56,24.9
B25,2026-01-27T00:00Z,57,8.24
B25,2026-01-27T00:00Z,58,4.64
B25,2026-01-27T00:00Z,59,12.58
B25,2026-01-27T00:00Z,60,10.55
B25,2026-01-27T00:00Z,61,65.64
B25,2026-01-27T00:00Z,62,45.67
B25,2026-01-27T00:00Z,63,41.81
B25,2026-01-27T00:00Z,64,16.98
B25,2026-01-27T00:00Z,65,14.91
B25,2026-01-27T00:00Z,66,14.88
B25,2026-01-27T00:00Z,67,15.09
B25,2026-01-27T00:00Z,68,15.13
B25,2026-01-27T00:00Z,69,0.87
B25,2026-01-27T00:00Z,70,1.54
B25,2026-01-27T00:00Z,71,1.94
B25,2026-01-27T00:00Z,72,3.17
B25,2026-01-27T00:00Z,73,7.29
B25,2026-01-27T00:00Z,74,6.54
B25,2026-01-27T00:00Z,75,6.17
B25,2026-01-27T00:00Z,76,6.64
