country,bidding_zone,psr_type,start_time,position,quantity_mw
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,31,482.85
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,32,599.79
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,33,769.45
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,34,997.95
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,35,1117.45
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,36,1244.42
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,37,1387.27
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,38,1591.56
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,39,1833.62
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,40,1966.12
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,41,2063.86
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,42,2193.85
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,43,2317.29
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,44,2425.57
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,45,2538.27
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,46,2649.68
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,47,2780.83
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,48,2800.36
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,49,2870.05
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,50,2956.81
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,51,2944.26
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,52,2881.13
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,53,2824.32
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,54,2708.28
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,55,2639.21
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,56,2539.66
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,57,2392.63
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,58,2254.9
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,59,2039.55
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,60,1839.68
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,61,1653.39
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,62,1466.65
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,63,1289.53
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,64,1082.78
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,65,845.54
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,66,602.99
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,67,396.21
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,68,270.76
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,69,257.84
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,70,260.78
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,71,267.26
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,72,270.24
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,73,272.26
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,74,269.81
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,75,269.62
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,76,265.99
FR,10YFR-RTE------C,B16,2026-01-27T00:00Z,77,0.0
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,1,346.9
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,2,345.59
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,3,347.33
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,4,345.99
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,5,346.49
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,6,346.75
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,7,346.4
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,8,345.72
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,9,346.65
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,10,346.04
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,11,347.93
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,12,347.28
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,13,346.18
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,14,347.21
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,15,346.49
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,16,345.79
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,17,345.56
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,18,346.39
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,19,346.38
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,20,345.81
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,21,345.76
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,22,345.8
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,23,346.89
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,24,354.98
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,25,353.44
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,26,355.99
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,27,354.68
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,28,357.09
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,29,356.18
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,30,359.43
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,31,357.85
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,32,357.72
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,33,357.93
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,34,359.0
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,35,357.8
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,36,371.1
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,37,362.89
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,38,358.55
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,39,354.37
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,40,351.41
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,41,351.5
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,42,353.88
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,43,350.25
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,44,350.86
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,45,351.22
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,46,350.81
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,47,358.95
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,48,354.41
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,49,351.28
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,50,350.3
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,51,349.33
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,52,350.22
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,53,350.84
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,54,351.23
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,55,348.61
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,56,348.78
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,57,350.39
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,58,349.57
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,59,351.76
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,60,348.76
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,61,355.76
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,62,355.83
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,63,355.34
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,64,350.28
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,65,355.89
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,66,359.07
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,67,359.51
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,68,362.1
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,69,358.54
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,70,354.75
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,71,356.38
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,72,353.94
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,73,350.85
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,74,350.48
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,75,355.51
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,76,357.33
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,77,358.84
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,78,357.68
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,79,356.75
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,80,353.85
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,81,356.89
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,82,360.98
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,83,360.6
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,84,351.9
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,85,351.44
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,86,357.05
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,87,357.66
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,88,355.07
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,89,354.35
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,90,353.94
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,91,351.11
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,92,354.57
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,93,354.78
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,94,354.05
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,95,355.77
FR,10YFR-RTE------C,B17,2026-01-27T00:00Z,96,354.61
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,1,1722.58
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,2,1758.71
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,3,1760.6
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,4,1755.48
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,5,1749.83
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,6,1756.29
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,7,1766.72
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,8,1768.2
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,9,1769.71
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,10,1771.07
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,11,1769.3
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,12,1773.02
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,13,1775.11
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,14,1772.59
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,15,1777.6
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,16,1763.5
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,17,1700.5
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,18,1586.56
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,19,1615.64
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,20,1694.75
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,21,1774.39
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,22,1774.1
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,23,1775.35
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,24,1774.39
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,25,1776.84
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,26,1778.71
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,27,1775.81
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,28,1766.86
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,29,1772.18
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,30,1772.48
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,31,1755.55
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,32,1760.1
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,33,1766.84
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,34,1764.41
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,35,1755.86
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,36,1760.88
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,37,1765.07
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,38,1760.8
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,39,1762.27
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,40,1759.84
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,41,1758.61
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,42,1753.02
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,43,1755.2
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,44,1735.37
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,45,1695.5
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,46,1633.74
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,47,1581.89
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,48,1592.33
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,49,1594.87
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,50,1606.49
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,51,1567.44
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,52,1626.2
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,53,1642.74
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,54,1621.68
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,55,1684.81
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,56,1707.17
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,57,1622.14
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,58,1535.15
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,59,1523.49
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,60,1492.88
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,61,1587.7
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,62,1693.81
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,63,1737.17
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,64,1726.17
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,65,1717.43
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,66,1664.3
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,67,1501.0
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,68,1338.66
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,69,1407.62
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,70,1481.14
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,71,1488.58
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,72,1419.73
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,73,1470.26
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,74,1439.63
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,75,1390.21
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,76,1241.23
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,77,1120.89
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,78,1224.69
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,79,1325.83
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,80,1308.18
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,81,1351.96
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,82,1287.16
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,83,1245.25
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,84,1228.15
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,85,1223.82
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,86,1183.61
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,87,1130.36
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,88,1173.01
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,89,1290.32
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,90,1207.6
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,91,1082.11
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,92,1074.13
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,93,991.31
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,94,868.49
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,95,834.45
FR,10YFR-RTE------C,B18,2026-01-27T00:00Z,96,805.39
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,1,10813.25
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,2,11143.12
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,3,11410.6
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,4,11706.85
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,5,12013.29
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,6,12225.22
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,7,12537.42
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,8,12709.13
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,9,12890.71
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,10,13043.68
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,11,13098.04
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,12,13195.72
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,13,13350.77
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,14,13608.88
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,15,13894.48
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,16,14043.96
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,17,14150.53
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,18,14201.32
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,19,14248.91
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,20,14250.12
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,21,14244.91
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,22,14242.85
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,23,14294.42
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,24,14214.02
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,25,14361.06
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,26,14551.15
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,27,14472.88
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,28,14443.71
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,29,14476.32
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,30,14408.14
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,31,14387.09
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,32,14212.07
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,33,14026.91
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,34,13957.02
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,35,13929.67
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,36,13855.68
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,37,13829.52
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,38,13584.21
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,39,13590.32
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,40,13305.71
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,41,13092.71
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,42,12866.75
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,43,12764.94
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,44,12555.17
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,45,12449.97
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,46,12322.52
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,47,12061.89
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,48,11848.62
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,49,11539.81
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,50,11258.36
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,51,11043.88
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,52,10654.53
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,53,10423.52
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,54,10127.81
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,55,9802.55
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,56,9539.28
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,57,9275.99
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,58,9080.8
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,59,8729.26
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,60,8498.25
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,61,8287.69
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,62,8114.87
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,63,7763.47
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,64,7537.24
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,65,7331.64
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,66,7127.44
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,67,6982.02
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,68,6914.13
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,69,6640.19
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,70,6491.4
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,71,6354.01
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,72,6127.11
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,73,5989.86
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,74,5926.48
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,75,5887.51
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,76,5773.45
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,77,5566.64
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,78,5318.6
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,79,5263.62
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,80,5297.63
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,81,5374.59
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,82,5445.97
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,83,5452.02
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,84,5323.84
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,85,5257.99
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,86,5077.31
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,87,4882.1
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,88,4734.51
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,89,4440.47
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,90,4158.92
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,91,3906.0
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,92,3679.47
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,93,3471.14
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,94,3247.73
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,95,3043.13
FR,10YFR-RTE------C,B19,2026-01-27T00:00Z,96,2978.99
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,1,77.39
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,2,27.49
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,3,40.22
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,4,25.35
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,5,10.25
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,6,7.19
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,7,7.69
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,8,7.11
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,9,1.33
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,10,0.13
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,11,0.03
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,12,0.88
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,13,7.59
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,14,4.38
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,15,5.27
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,16,1.2
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,17,24.44
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,18,16.58
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,19,25.61
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,20,19.71
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,21,70.22
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,22,54.25
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,23,23.66
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,24,116.64
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,25,68.28
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,26,119.89
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,27,27.25
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,28,67.5
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,29,27.56
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,30,0.95
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,31,5.7
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,32,3.67
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,33,9.31
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,34,3.66
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,35,7.51
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,36,3.03
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,37,9.56
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,38,7.47
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,39,5.04
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,40,6.06
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,41,23.29
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,42,21.92
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,43,28.11
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,44,76.09
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,45,0.43
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,46,3.48
FR,10YFR-RTE------C,B25,2026-01-27T00:00Z,47,17.81
